Time (s),Gold,Noob Mines Owned,OK Mines Owned,Good Mines Owned,Super Mines Owned,Alpha Gold Mines Owned,Sigma Gold Mines Owned,Income,Noob Mines Cost,OK Mines Cost,Good Mines Cost,Super Mines Cost,Alpha Gold Mines Cost,Sigma Gold Mines Cost,Noob Mines Bought,OK Mines Bought,Good Mines Bought,Super Mines Bought,Alpha Gold Mines Bought,Sigma Gold Mines Bought
295,4192,10,38,28,0,0,0,761,39,3741,4327,2000,15000,250000,0,1,0,0,0,0
296,1212,10,39,28,0,0,0,766,39,4115,4327,2000,15000,250000,0,0,0,0,0,0
297,1978,10,39,28,0,0,0,766,39,4115,4327,2000,15000,250000,0,0,0,0,0,0
298,2744,10,39,28,0,0,0,766,39,4115,4327,2000,15000,250000,0,0,0,0,0,0
299,3510,10,39,28,0,0,0,766,39,4115,4327,2000,15000,250000,0,0,0,0,0,0
300,4276,10,39,28,0,0,0,766,39,4115,4327,2000,15000,250000,0,1,0,0,0,0
301,927,10,40,28,0,0,0,771,39,4526,4327,2000,15000,250000,0,0,0,0,0,0
302,1698,10,40,28,0,0,0,771,39,4526,4327,2000,15000,250000,0,0,0,0,0,0
303,2469,10,40,28,0,0,0,771,39,4526,4327,2000,15000,250000,0,0,0,0,0,0
304,3240,10,40,28,0,0,0,771,39,4526,4327,2000,15000,250000,0,0,0,0,0,0
305,4011,10,40,28,0,0,0,771,39,4526,4327,2000,15000,250000,0,0,0,0,0,0
306,4782,10,40,28,0,0,0,771,39,4526,4327,2000,15000,250000,0,0,1,0,0,0
307,1226,10,40,29,0,0,0,791,39,4526,4759,2000,15000,250000,0,0,0,0,0,0
308,2017,10,40,29,0,0,0,791,39,4526,4759,2000,15000,250000,0,0,0,0,0,0
309,2808,10,40,29,0,0,0,791,39,4526,4759,2000,15000,250000,0,0,0,0,0,0
310,3599,10,40,29,0,0,0,791,39,4526,4759,2000,15000,250000,0,0,0,0,0,0
311,4390,10,40,29,0,0,0,791,39,4526,4759,2000,15000,250000,0,0,0,0,0,0
312,5181,10,40,29,0,0,0,791,39,4526,4759,2000,15000,250000,0,0,1,0,0,0
313,1213,10,40,30,0,0,0,811,39,4526,5235,2000,15000,250000,0,0,0,0,0,0
314,2024,10,40,30,0,0,0,811,39,4526,5235,2000,15000,250000,0,0,0,0,0,0
315,2835,10,40,30,0,0,0,811,39,4526,5235,2000,15000,250000,0,0,0,0,0,0
316,3646,10,40,30,0,0,0,811,39,4526,5235,2000,15000,250000,0,0,0,0,0,0
317,4457,10,40,30,0,0,0,811,39,4526,5235,2000,15000,250000,0,0,0,0,0,0
318,5268,10,40,30,0,0,0,811,39,4526,5235,2000,15000,250000,0,0,1,0,0,0
319,844,10,40,31,0,0,0,831,39,4526,5759,2000,15000,250000,0,0,0,0,0,0
320,1675,10,40,31,0,0,0,831,39,4526,5759,2000,15000,250000,0,0,0,0,0,0
321,2506,10,40,31,0,0,0,831,39,4526,5759,2000,15000,250000,0,0,0,0,0,0
322,3337,10,40,31,0,0,0,831,39,4526,5759,2000,15000,250000,0,0,0,0,0,0
323,4168,10,40,31,0,0,0,831,39,4526,5759,2000,15000,250000,0,0,0,0,0,0
324,4999,10,40,31,0,0,0,831,39,4526,5759,2000,15000,250000,0,1,0,0,0,0
325,1304,10,41,31,0,0,0,836,39,4979,5759,2000,15000,250000,0,0,0,0,0,0
326,2140,10,41,31,0,0,0,836,39,4979,5759,2000,15000,250000,0,0,0,0,0,0
327,2976,10,41,31,0,0,0,836,39,4979,5759,2000,15000,250000,0,0,0,0,0,0
328,3812,10,41,31,0,0,0,836,39,4979,5759,2000,15000,250000,0,0,0,0,0,0
329,4648,10,41,31,0,0,0,836,39,4979,5759,2000,15000,250000,0,0,0,0,0,0
330,5484,10,41,31,0,0,0,836,39,4979,5759,2000,15000,250000,0,1,0,0,0,0
331,1341,10,42,31,0,0,0,841,39,5477,5759,2000,15000,250000,0,0,0,0,0,0
332,2182,10,42,31,0,0,0,841,39,5477,5759,2000,15000,250000,0,0,0,0,0,0
333,3023,10,42,31,0,0,0,841,39,5477,5759,2000,15000,250000,0,0,0,0,0,0
334,3864,10,42,31,0,0,0,841,39,5477,5759,2000,15000,250000,0,0,0,0,0,0
335,4705,10,42,31,0,0,0,841,39,5477,5759,2000,15000,250000,0,0,0,0,0,0
336,5546,10,42,31,0,0,0,841,39,5477,5759,2000,15000,250000,0,1,0,0,0,0
337,910,10,43,31,0,0,0,846,39,6025,5759,2000,15000,250000,0,0,0,0,0,0
338,1756,10,43,31,0,0,0,846,39,6025,5759,2000,15000,250000,0,0,0,0,0,0
339,2602,10,43,31,0,0,0,846,39,6025,5759,2000,15000,250000,0,0,0,0,0,0
340,3448,10,43,31,0,0,0,846,39,6025,5759,2000,15000,250000,0,0,0,0,0,0
341,4294,10,43,31,0,0,0,846,39,6025,5759,2000,15000,250000,0,0,0,0,0,0
342,5140,10,43,31,0,0,0,846,39,6025,5759,2000,15000,250000,0,0,0,0,0,0
343,5986,10,43,31,0,0,0,846,39,6025,5759,2000,15000,250000,0,0,1,0,0,0
344,1073,10,43,32,0,0,0,866,39,6025,6335,2000,15000,250000,0,0,0,0,0,0
345,1939,10,43,32,0,0,0,866,39,6025,6335,2000,15000,250000,0,0,0,0,0,0
346,2805,10,43,32,0,0,0,866,39,6025,6335,2000,15000,250000,0,0,0,0,0,0
347,3671,10,43,32,0,0,0,866,39,6025,6335,2000,15000,250000,0,0,0,0,0,0
348,4537,10,43,32,0,0,0,866,39,6025,6335,2000,15000,250000,0,0,0,0,0,0
349,5403,10,43,32,0,0,0,866,39,6025,6335,2000,15000,250000,0,0,0,0,0,0
350,6269,10,43,32,0,0,0,866,39,6025,6335,2000,15000,250000,0,1,0,0,0,0
351,1110,10,44,32,0,0,0,871,39,6627,6335,2000,15000,250000,0,0,0,0,0,0
352,1981,10,44,32,0,0,0,871,39,6627,6335,2000,15000,250000,0,0,0,0,0,0
353,2852,10,44,32,0,0,0,871,39,6627,6335,2000,15000,250000,0,0,0,0,0,0
354,3723,10,44,32,0,0,0,871,39,6627,6335,2000,15000,250000,0,0,0,0,0,0
355,4594,10,44,32,0,0,0,871,39,6627,6335,2000,15000,250000,0,0,0,0,0,0
356,5465,10,44,32,0,0,0,871,39,6627,6335,2000,15000,250000,0,0,0,0,0,0
357,6336,10,44,32,0,0,0,871,39,6627,6335,2000,15000,250000,0,0,1,0,0,0
358,872,10,44,33,0,0,0,891,39,6627,6968,2000,15000,250000,0,0,0,0,0,0
359,1763,10,44,33,0,0,0,891,39,6627,6968,2000,15000,250000,0,0,0,0,0,0
360,2654,10,44,33,0,0,0,891,39,6627,6968,2000,15000,250000,0,0,0,0,0,0
361,3545,10,44,33,0,0,0,891,39,6627,6968,2000,15000,250000,0,0,0,0,0,0
362,4436,10,44,33,0,0,0,891,39,6627,6968,2000,15000,250000,0,0,0,0,0,0
363,5327,10,44,33,0,0,0,891,39,6627,6968,2000,15000,250000,0,0,0,0,0,0
364,6218,10,44,33,0,0,0,891,39,6627,6968,2000,15000,250000,0,0,0,0,0,0
365,7109,10,44,33,0,0,0,891,39,6627,6968,2000,15000,250000,0,0,1,0,0,0
366,1032,10,44,34,0,0,0,911,39,6627,7665,2000,15000,250000,0,0,0,0,0,0
367,1943,10,44,34,0,0,0,911,39,6627,7665,2000,15000,250000,0,0,0,0,0,0
368,2854,10,44,34,0,0,0,911,39,6627,7665,2000,15000,250000,0,0,0,0,0,0
369,3765,10,44,34,0,0,0,911,39,6627,7665,2000,15000,250000,0,0,0,0,0,0
370,4676,10,44,34,0,0,0,911,39,6627,7665,2000,15000,250000,0,0,0,0,0,0
371,5587,10,44,34,0,0,0,911,39,6627,7665,2000,15000,250000,0,0,0,0,0,0
372,6498,10,44,34,0,0,0,911,39,6627,7665,2000,15000,250000,0,0,0,0,0,0
373,7409,10,44,34,0,0,0,911,39,6627,7665,2000,15000,250000,0,1,0,0,0,0
374,1693,10,45,34,0,0,0,916,39,7290,7665,2000,15000,250000,0,0,0,0,0,0
375,2609,10,45,34,0,0,0,916,39,7290,7665,2000,15000,250000,0,0,0,0,0,0
376,3525,10,45,34,0,0,0,916,39,7290,7665,2000,15000,250000,0,0,0,0,0,0
377,4441,10,45,34,0,0,0,916,39,7290,7665,2000,15000,250000,0,0,0,0,0,0
378,5357,10,45,34,0,0,0,916,39,7290,7665,2000,15000,250000,0,0,0,0,0,0
379,6273,10,45,34,0,0,0,916,39,7290,7665,2000,15000,250000,0,0,0,0,0,0
380,7189,10,45,34,0,0,0,916,39,7290,7665,2000,15000,250000,0,0,0,0,0,0
381,8105,10,45,34,0,0,0,916,39,7290,7665,2000,15000,250000,0,0,1,0,0,0
382,1356,10,45,35,0,0,0,936,39,7290,8431,2000,15000,250000,0,0,0,0,0,0
383,2292,10,45,35,0,0,0,936,39,7290,8431,2000,15000,250000,0,0,0,0,0,0
384,3228,10,45,35,0,0,0,936,39,7290,8431,2000,15000,250000,0,0,0,0,0,0
385,4164,10,45,35,0,0,0,936,39,7290,8431,2000,15000,250000,0,0,0,0,0,0
386,5100,10,45,35,0,0,0,936,39,7290,8431,2000,15000,250000,0,0,0,0,0,0
387,6036,10,45,35,0,0,0,936,39,7290,8431,2000,15000,250000,0,0,0,0,0,0
388,6972,10,45,35,0,0,0,936,39,7290,8431,2000,15000,250000,0,0,0,0,0,0
389,7908,10,45,35,0,0,0,936,39,7290,8431,2000,15000,250000,0,1,0,0,0,0
390,1554,10,46,35,0,0,0,941,39,8018,8431,2000,15000,250000,0,0,0,0,0,0
391,2495,10,46,35,0,0,0,941,39,8018,8431,2000,15000,250000,0,0,0,0,0,0
392,3436,10,46,35,0,0,0,941,39,8018,8431,2000,15000,250000,0,0,0,0,0,0
393,4377,10,46,35,0,0,0,941,39,8018,8431,2000,15000,250000,0,0,0,0,0,0
394,5318,10,46,35,0,0,0,941,39,8018,8431,2000,15000,250000,0,0,0,0,0,0
395,6259,10,46,35,0,0,0,941,39,8018,8431,2000,15000,250000,0,0,0,0,0,0
396,7200,10,46,35,0,0,0,941,39,8018,8431,2000,15000,250000,0,0,0,0,0,0
397,8141,10,46,35,0,0,0,941,39,8018,8431,2000,15000,250000,0,1,0,0,0,0
398,1064,10,47,35,0,0,0,946,39,8820,8431,2000,15000,250000,0,0,0,0,0,0
399,2010,10,47,35,0,0,0,946,39,8820,8431,2000,15000,250000,0,0,0,0,0,0
400,2956,10,47,35,0,0,0,946,39,8820,8431,2000,15000,250000,0,0,0,0,0,0
401,3902,10,47,35,0,0,0,946,39,8820,8431,2000,15000,250000,0,0,0,0,0,0
402,4848,10,47,35,0,0,0,946,39,8820,8431,2000,15000,250000,0,0,0,0,0,0
403,5794,10,47,35,0,0,0,946,39,8820,8431,2000,15000,250000,0,0,0,0,0,0
404,6740,10,47,35,0,0,0,946,39,8820,8431,2000,15000,250000,0,0,0,0,0,0
405,7686,10,47,35,0,0,0,946,39,8820,8431,2000,15000,250000,0,0,0,0,0,0
406,8632,10,47,35,0,0,0,946,39,8820,8431,2000,15000,250000,0,0,1,0,0,0
407,1147,10,47,36,0,0,0,966,39,8820,9274,2000,15000,250000,0,0,0,0,0,0
408,2113,10,47,36,0,0,0,966,39,8820,9274,2000,15000,250000,0,0,0,0,0,0
409,3079,10,47,36,0,0,0,966,39,8820,9274,2000,15000,250000,0,0,0,0,0,0
410,4045,10,47,36,0,0,0,966,39,8820,9274,2000,15000,250000,0,0,0,0,0,0
411,5011,10,47,36,0,0,0,966,39,8820,9274,2000,15000,250000,0,0,0,0,0,0
412,5977,10,47,36,0,0,0,966,39,8820,9274,2000,15000,250000,0,0,0,0,0,0
413,6943,10,47,36,0,0,0,966,39,8820,9274,2000,15000,250000,0,0,0,0,0,0
414,7909,10,47,36,0,0,0,966,39,8820,9274,2000,15000,250000,0,0,0,0,0,0
415,8875,10,47,36,0,0,0,966,39,8820,9274,2000,15000,250000,0,1,0,0,0,0
416,1021,10,48,36,0,0,0,971,39,9702,9274,2000,15000,250000,0,0,0,0,0,0
417,1992,10,48,36,0,0,0,971,39,9702,9274,2000,15000,250000,0,0,0,0,0,0
418,2963,10,48,36,0,0,0,971,39,9702,9274,2000,15000,250000,0,0,0,0,0,0
419,3934,10,48,36,0,0,0,971,39,9702,9274,2000,15000,250000,0,0,0,0,0,0
420,4905,10,48,36,0,0,0,971,39,9702,9274,2000,15000,250000,0,0,0,0,0,0
421,5876,10,48,36,0,0,0,971,39,9702,9274,2000,15000,250000,0,0,0,0,0,0
422,6847,10,48,36,0,0,0,971,39,9702,9274,2000,15000,250000,0,0,0,0,0,0
423,7818,10,48,36,0,0,0,971,39,9702,9274,2000,15000,250000,0,0,0,0,0,0
424,8789,10,48,36,0,0,0,971,39,9702,9274,2000,15000,250000,0,0,0,0,0,0
425,9760,10,48,36,0,0,0,971,39,9702,9274,2000,15000,250000,0,0,1,0,0,0
426,1457,10,48,37,0,0,0,991,39,9702,10202,2000,15000,250000,0,0,0,0,0,0
427,2448,10,48,37,0,0,0,991,39,9702,10202,2000,15000,250000,0,0,0,0,0,0
428,3439,10,48,37,0,0,0,991,39,9702,10202,2000,15000,250000,0,0,0,0,0,0
429,4430,10,48,37,0,0,0,991,39,9702,10202,2000,15000,250000,0,0,0,0,0,0
430,5421,10,48,37,0,0,0,991,39,9702,10202,2000,15000,250000,0,0,0,0,0,0
431,6412,10,48,37,0,0,0,991,39,9702,10202,2000,15000,250000,0,0,0,0,0,0
432,7403,10,48,37,0,0,0,991,39,9702,10202,2000,15000,250000,0,0,0,0,0,0
433,8394,10,48,37,0,0,0,991,39,9702,10202,2000,15000,250000,0,0,0,0,0,0
434,9385,10,48,37,0,0,0,991,39,9702,10202,2000,15000,250000,0,0,0,0,0,0
435,10376,10,48,37,0,0,0,991,39,9702,10202,2000,15000,250000,0,0,1,0,0,0
436,1165,10,48,38,0,0,0,1011,39,9702,11222,2000,15000,250000,0,0,0,0,0,0
437,2176,10,48,38,0,0,0,1011,39,9702,11222,2000,15000,250000,0,0,0,0,0,0
438,3187,10,48,38,0,0,0,1011,39,9702,11222,2000,15000,250000,0,0,0,0,0,0
439,4198,10,48,38,0,0,0,1011,39,9702,11222,2000,15000,250000,0,0,0,0,0,0
440,5209,10,48,38,0,0,0,1011,39,9702,11222,2000,15000,250000,0,0,0,0,0,0
441,6220,10,48,38,0,0,0,1011,39,9702,11222,2000,15000,250000,0,0,0,0,0,0
442,7231,10,48,38,0,0,0,1011,39,9702,11222,2000,15000,250000,0,0,0,0,0,0
443,8242,10,48,38,0,0,0,1011,39,9702,11222,2000,15000,250000,0,0,0,0,0,0
444,9253,10,48,38,0,0,0,1011,39,9702,11222,2000,15000,250000,0,0,0,0,0,0
445,10264,10,48,38,0,0,0,1011,39,9702,11222,2000,15000,250000,0,1,0,0,0,0
446,1573,10,49,38,0,0,0,1016,39,10672,11222,2000,15000,250000,0,0,0,0,0,0
447,2589,10,49,38,0,0,0,1016,39,10672,11222,2000,15000,250000,0,0,0,0,0,0
448,3605,10,49,38,0,0,0,1016,39,10672,11222,2000,15000,250000,0,0,0,0,0,0
449,4621,10,49,38,0,0,0,1016,39,10672,11222,2000,15000,250000,0,0,0,0,0,0
450,5637,10,49,38,0,0,0,1016,39,10672,11222,2000,15000,250000,0,0,0,0,0,0
451,6653,10,49,38,0,0,0,1016,39,10672,11222,2000,15000,250000,0,0,0,0,0,0
452,7669,10,49,38,0,0,0,1016,39,10672,11222,2000,15000,250000,0,0,0,0,0,0
453,8685,10,49,38,0,0,0,1016,39,10672,11222,2000,15000,250000,0,0,0,0,0,0
454,9701,10,49,38,0,0,0,1016,39,10672,11222,2000,15000,250000,0,0,0,0,0,0
455,10717,10,49,38,0,0,0,1016,39,10672,11222,2000,15000,250000,0,1,0,0,0,0
456,1061,10,50,38,0,0,0,1021,39,11740,11222,2000,15000,250000,0,0,0,0,0,0
457,2082,10,50,38,0,0,0,1021,39,11740,11222,2000,15000,250000,0,0,0,0,0,0
458,3103,10,50,38,0,0,0,1021,39,11740,11222,2000,15000,250000,0,0,0,0,0,0
459,4124,10,50,38,0,0,0,1021,39,11740,11222,2000,15000,250000,0,0,0,0,0,0
460,5145,10,50,38,0,0,0,1021,39,11740,11222,2000,15000,250000,0,0,0,0,0,0
461,6166,10,50,38,0,0,0,1021,39,11740,11222,2000,15000,250000,0,0,0,0,0,0
462,7187,10,50,38,0,0,0,1021,39,11740,11222,2000,15000,250000,0,0,0,0,0,0
463,8208,10,50,38,0,0,0,1021,39,11740,11222,2000,15000,250000,0,0,0,0,0,0
464,9229,10,50,38,0,0,0,1021,39,11740,11222,2000,15000,250000,0,0,0,0,0,0
465,10250,10,50,38,0,0,0,1021,39,11740,11222,2000,15000,250000,0,0,0,0,0,0
466,11271,10,50,38,0,0,0,1021,39,11740,11222,2000,15000,250000,0,0,1,0,0,0
467,1070,10,50,39,0,0,0,1041,39,11740,12344,2000,15000,250000,0,0,0,0,0,0
468,2111,10,50,39,0,0,0,1041,39,11740,12344,2000,15000,250000,0,0,0,0,0,0
469,3152,10,50,39,0,0,0,1041,39,11740,12344,2000,15000,250000,0,0,0,0,0,0
470,4193,10,50,39,0,0,0,1041,39,11740,12344,2000,15000,250000,0,0,0,0,0,0
471,5234,10,50,39,0,0,0,1041,39,11740,12344,2000,15000,250000,0,0,0,0,0,0
472,6275,10,50,39,0,0,0,1041,39,11740,12344,2000,15000,250000,0,0,0,0,0,0
473,7316,10,50,39,0,0,0,1041,39,11740,12344,2000,15000,250000,0,0,0,0,0,0
474,8357,10,50,39,0,0,0,1041,39,11740,12344,2000,15000,250000,0,0,0,0,0,0
475,9398,10,50,39,0,0,0,1041,39,11740,12344,2000,15000,250000,0,0,0,0,0,0
476,10439,10,50,39,0,0,0,1041,39,11740,12344,2000,15000,250000,0,0,0,0,0,0
477,11480,10,50,39,0,0,0,1041,39,11740,12344,2000,15000,250000,0,0,0,0,0,0
478,12521,10,50,39,0,0,0,1041,39,11740,12344,2000,15000,250000,0,0,1,0,0,0
479,1218,10,50,40,0,0,0,1061,39,11740,13578,2000,15000,250000,0,0,0,0,0,0
480,2279,10,50,40,0,0,0,1061,39,11740,13578,2000,15000,250000,0,0,0,0,0,0
481,3340,10,50,40,0,0,0,1061,39,11740,13578,2000,15000,250000,0,0,0,0,0,0
482,4401,10,50,40,0,0,0,1061,39,11740,13578,2000,15000,250000,0,0,0,0,0,0
483,5462,10,50,40,0,0,0,1061,39,11740,13578,2000,15000,250000,0,0,0,0,0,0
484,6523,10,50,40,0,0,0,1061,39,11740,13578,2000,15000,250000,0,0,0,0,0,0
485,7584,10,50,40,0,0,0,1061,39,11740,13578,2000,15000,250000,0,0,0,0,0,0
486,8645,10,50,40,0,0,0,1061,39,11740,13578,2000,15000,250000,0,0,0,0,0,0
487,9706,10,50,40,0,0,0,1061,39,11740,13578,2000,15000,250000,0,0,0,0,0,0
488,10767,10,50,40,0,0,0,1061,39,11740,13578,2000,15000,250000,0,0,0,0,0,0
489,11828,10,50,40,0,0,0,1061,39,11740,13578,2000,15000,250000,0,1,0,0,0,0
490,1149,10,51,40,0,0,0,1066,39,12913,13578,2000,15000,250000,0,0,0,0,0,0
491,2215,10,51,40,0,0,0,1066,39,12913,13578,2000,15000,250000,0,0,0,0,0,0
492,3281,10,51,40,0,0,0,1066,39,12913,13578,2000,15000,250000,0,0,0,0,0,0
493,4347,10,51,40,0,0,0,1066,39,12913,13578,2000,15000,250000,0,0,0,0,0,0
494,5413,10,51,40,0,0,0,1066,39,12913,13578,2000,15000,250000,0,0,0,0,0,0
495,6479,10,51,40,0,0,0,1066,39,12913,13578,2000,15000,250000,0,0,0,0,0,0
496,7545,10,51,40,0,0,0,1066,39,12913,13578,2000,15000,250000,0,0,0,0,0,0
497,8611,10,51,40,0,0,0,1066,39,12913,13578,2000,15000,250000,0,0,0,0,0,0
498,9677,10,51,40,0,0,0,1066,39,12913,13578,2000,15000,250000,0,0,0,0,0,0
499,10743,10,51,40,0,0,0,1066,39,12913,13578,2000,15000,250000,0,0,0,0,0,0
500,11809,10,51,40,0,0,0,1066,39,12913,13578,2000,15000,250000,0,0,0,0,0,0
501,12875,10,51,40,0,0,0,1066,39,12913,13578,2000,15000,250000,0,0,0,0,0,0
502,13941,10,51,40,0,0,0,1066,39,12913,13578,2000,15000,250000,0,0,1,0,0,0
503,1429,10,51,41,0,0,0,1086,39,12913,14936,2000,15000,250000,0,0,0,0,0,0
504,2515,10,51,41,0,0,0,1086,39,12913,14936,2000,15000,250000,0,0,0,0,0,0
505,3601,10,51,41,0,0,0,1086,39,12913,14936,2000,15000,250000,0,0,0,0,0,0
506,4687,10,51,41,0,0,0,1086,39,12913,14936,2000,15000,250000,0,0,0,0,0,0
507,5773,10,51,41,0,0,0,1086,39,12913,14936,2000,15000,250000,0,0,0,0,0,0
508,6859,10,51,41,0,0,0,1086,39,12913,14936,2000,15000,250000,0,0,0,0,0,0
509,7945,10,51,41,0,0,0,1086,39,12913,14936,2000,15000,250000,0,0,0,0,0,0
510,9031,10,51,41,0,0,0,1086,39,12913,14936,2000,15000,250000,0,0,0,0,0,0
511,10117,10,51,41,0,0,0,1086,39,12913,14936,2000,15000,250000,0,0,0,0,0,0
512,11203,10,51,41,0,0,0,1086,39,12913,14936,2000,15000,250000,0,0,0,0,0,0
513,12289,10,51,41,0,0,0,1086,39,12913,14936,2000,15000,250000,0,0,0,0,0,0
514,13375,10,51,41,0,0,0,1086,39,12913,14936,2000,15000,250000,0,1,0,0,0,0
515,1548,10,52,41,0,0,0,1091,39,14205,14936,2000,15000,250000,0,0,0,0,0,0
516,2639,10,52,41,0,0,0,1091,39,14205,14936,2000,15000,250000,0,0,0,0,0,0
517,3730,10,52,41,0,0,0,1091,39,14205,14936,2000,15000,250000,0,0,0,0,0,0
518,4821,10,52,41,0,0,0,1091,39,14205,14936,2000,15000,250000,0,0,0,0,0,0
519,5912,10,52,41,0,0,0,1091,39,14205,14936,2000,15000,250000,0,0,0,0,0,0
520,7003,10,52,41,0,0,0,1091,39,14205,14936,2000,15000,250000,0,0,0,0,0,0
521,8094,10,52,41,0,0,0,1091,39,14205,14936,2000,15000,250000,0,0,0,0,0,0
522,9185,10,52,41,0,0,0,1091,39,14205,14936,2000,15000,250000,0,0,0,0,0,0
523,10276,10,52,41,0,0,0,1091,39,14205,14936,2000,15000,250000,0,0,0,0,0,0
524,11367,10,52,41,0,0,0,1091,39,14205,14936,2000,15000,250000,0,0,0,0,0,0
525,12458,10,52,41,0,0,0,1091,39,14205,14936,2000,15000,250000,0,0,0,0,0,0
526,13549,10,52,41,0,0,0,1091,39,14205,14936,2000,15000,250000,0,0,0,0,0,0
527,14640,10,52,41,0,0,0,1091,39,14205,14936,2000,15000,250000,0,1,0,0,0,0
528,1526,10,53,41,0,0,0,1096,39,15625,14936,2000,15000,250000,0,0,0,0,0,0
529,2622,10,53,41,0,0,0,1096,39,15625,14936,2000,15000,250000,0,0,0,0,0,0
530,3718,10,53,41,0,0,0,1096,39,15625,14936,2000,15000,250000,0,0,0,0,0,0
531,4814,10,53,41,0,0,0,1096,39,15625,14936,2000,15000,250000,0,0,0,0,0,0
532,5910,10,53,41,0,0,0,1096,39,15625,14936,2000,15000,250000,0,0,0,0,0,0
533,7006,10,53,41,0,0,0,1096,39,15625,14936,2000,15000,250000,0,0,0,0,0,0
534,8102,10,53,41,0,0,0,1096,39,15625,14936,2000,15000,250000,0,0,0,0,0,0
535,9198,10,53,41,0,0,0,1096,39,15625,14936,2000,15000,250000,0,0,0,0,0,0
536,10294,10,53,41,0,0,0,1096,39,15625,14936,2000,15000,250000,0,0,0,0,0,0
537,11390,10,53,41,0,0,0,1096,39,15625,14936,2000,15000,250000,0,0,0,0,0,0
538,12486,10,53,41,0,0,0,1096,39,15625,14936,2000,15000,250000,0,0,0,0,0,0
539,13582,10,53,41,0,0,0,1096,39,15625,14936,2000,15000,250000,0,0,0,0,0,0
540,14678,10,53,41,0,0,0,1096,39,15625,14936,2000,15000,250000,0,0,0,0,0,0
541,15774,10,53,41,0,0,0,1096,39,15625,14936,2000,15000,250000,0,0,1,0,0,0
542,1934,10,53,42,0,0,0,1116,39,15625,16430,2000,15000,250000,0,0,0,0,0,0
543,3050,10,53,42,0,0,0,1116,39,15625,16430,2000,15000,250000,0,0,0,0,0,0
544,4166,10,53,42,0,0,0,1116,39,15625,16430,2000,15000,250000,0,0,0,0,0,0
545,5282,10,53,42,0,0,0,1116,39,15625,16430,2000,15000,250000,0,0,0,0,0,0
546,6398,10,53,42,0,0,0,1116,39,15625,16430,2000,15000,250000,0,0,0,0,0,0
547,7514,10,53,42,0,0,0,1116,39,15625,16430,2000,15000,250000,0,0,0,0,0,0
548,8630,10,53,42,0,0,0,1116,39,15625,16430,2000,15000,250000,0,0,0,0,0,0
549,9746,10,53,42,0,0,0,1116,39,15625,16430,2000,15000,250000,0,0,0,0,0,0
550,10862,10,53,42,0,0,0,1116,39,15625,16430,2000,15000,250000,0,0,0,0,0,0
551,11978,10,53,42,0,0,0,1116,39,15625,16430,2000,15000,250000,0,0,0,0,0,0
552,13094,10,53,42,0,0,0,1116,39,15625,16430,2000,15000,250000,0,0,0,0,0,0
553,14210,10,53,42,0,0,0,1116,39,15625,16430,2000,15000,250000,0,0,0,0,0,0
554,15326,10,53,42,0,0,0,1116,39,15625,16430,2000,15000,250000,0,0,0,0,0,0
555,16442,10,53,42,0,0,0,1116,39,15625,16430,2000,15000,250000,0,0,1,0,0,0
556,1128,10,53,43,0,0,0,1136,39,15625,18073,2000,15000,250000,0,0,0,0,0,0
557,2264,10,53,43,0,0,0,1136,39,15625,18073,2000,15000,250000,0,0,0,0,0,0
558,3400,10,53,43,0,0,0,1136,39,15625,18073,2000,15000,250000,0,0,0,0,0,0
559,4536,10,53,43,0,0,0,1136,39,15625,18073,2000,15000,250000,0,0,0,0,0,0
560,5672,10,53,43,0,0,0,1136,39,15625,18073,2000,15000,250000,0,0,0,0,0,0
561,6808,10,53,43,0,0,0,1136,39,15625,18073,2000,15000,250000,0,0,0,0,0,0
562,7944,10,53,43,0,0,0,1136,39,15625,18073,2000,15000,250000,0,0,0,0,0,0
563,9080,10,53,43,0,0,0,1136,39,15625,18073,2000,15000,250000,0,0,0,0,0,0
564,10216,10,53,43,0,0,0,1136,39,15625,18073,2000,15000,250000,0,0,0,0,0,0
565,11352,10,53,43,0,0,0,1136,39,15625,18073,2000,15000,250000,0,0,0,0,0,0
566,12488,10,53,43,0,0,0,1136,39,15625,18073,2000,15000,250000,0,0,0,0,0,0
567,13624,10,53,43,0,0,0,1136,39,15625,18073,2000,15000,250000,0,0,0,0,0,0
568,14760,10,53,43,0,0,0,1136,39,15625,18073,2000,15000,250000,0,0,0,0,0,0
569,15896,10,53,43,0,0,0,1136,39,15625,18073,2000,15000,250000,0,1,0,0,0,0
570,1407,10,54,43,0,0,0,1141,39,17188,18073,2000,15000,250000,0,0,0,0,0,0
571,2548,10,54,43,0,0,0,1141,39,17188,18073,2000,15000,250000,0,0,0,0,0,0
572,3689,10,54,43,0,0,0,1141,39,17188,18073,2000,15000,250000,0,0,0,0,0,0
573,4830,10,54,43,0,0,0,1141,39,17188,18073,2000,15000,250000,0,0,0,0,0,0
574,5971,10,54,43,0,0,0,1141,39,17188,18073,2000,15000,250000,0,0,0,0,0,0
575,7112,10,54,43,0,0,0,1141,39,17188,18073,2000,15000,250000,0,0,0,0,0,0
576,8253,10,54,43,0,0,0,1141,39,17188,18073,2000,15000,250000,0,0,0,0,0,0
577,9394,10,54,43,0,0,0,1141,39,17188,18073,2000,15000,250000,0,0,0,0,0,0
578,10535,10,54,43,0,0,0,1141,39,17188,18073,2000,15000,250000,0,0,0,0,0,0
