Time,Gold,Noob Mines,OK Mines,Good Mines,Super Mines,Alpha Mines,Sigma Mines,Income,Noob Cost,OK Cost,Good Cost,Super Cost,Alpha Cost,Sigma Cost,Buy Noob,Buy OK,Buy Good,Buy Super,Buy Alpha,Buy Sigma
302,1517,3,33,0,0,0,0,169,20,2323,300,2000,15000,250000,0,0,0,0,0,0
303,1686,3,33,0,0,0,0,169,20,2323,300,2000,15000,250000,0,0,0,0,0,0
304,1855,3,33,0,0,0,0,169,20,2323,300,2000,15000,250000,0,0,0,0,0,0
305,2024,3,33,0,0,0,0,169,20,2323,300,2000,15000,250000,0,0,0,0,0,0
306,2193,3,33,0,0,0,0,169,20,2323,300,2000,15000,250000,0,0,0,0,0,0
307,39,3,34,0,0,0,0,169,20,2323,300,2000,15000,250000,0,1,0,0,0,0
308,208,3,34,0,0,0,0,174,20,2555,300,2000,15000,250000,0,0,0,0,0,0
309,382,3,34,0,0,0,0,174,20,2555,300,2000,15000,250000,0,0,0,0,0,0
310,556,3,34,0,0,0,0,174,20,2555,300,2000,15000,250000,0,0,0,0,0,0
311,730,3,34,0,0,0,0,174,20,2555,300,2000,15000,250000,0,0,0,0,0,0
312,904,3,34,0,0,0,0,174,20,2555,300,2000,15000,250000,0,0,0,0,0,0
313,1078,3,34,0,0,0,0,174,20,2555,300,2000,15000,250000,0,0,0,0,0,0
314,1252,3,34,0,0,0,0,174,20,2555,300,2000,15000,250000,0,0,0,0,0,0
315,1426,3,34,0,0,0,0,174,20,2555,300,2000,15000,250000,0,0,0,0,0,0
316,1600,3,34,0,0,0,0,174,20,2555,300,2000,15000,250000,0,0,0,0,0,0
317,1774,3,34,0,0,0,0,174,20,2555,300,2000,15000,250000,0,0,0,0,0,0
318,1948,3,34,0,0,0,0,174,20,2555,300,2000,15000,250000,0,0,0,0,0,0
319,2122,3,34,0,0,0,0,174,20,2555,300,2000,15000,250000,0,0,0,0,0,0
320,2296,3,34,0,0,0,0,174,20,2555,300,2000,15000,250000,0,0,0,0,0,0
321,2470,3,34,0,0,0,0,174,20,2555,300,2000,15000,250000,0,0,0,0,0,0
322,89,3,35,0,0,0,0,174,20,2555,300,2000,15000,250000,0,1,0,0,0,0
323,263,3,35,0,0,0,0,179,20,2811,300,2000,15000,250000,0,0,0,0,0,0
324,442,3,35,0,0,0,0,179,20,2811,300,2000,15000,250000,0,0,0,0,0,0
325,621,3,35,0,0,0,0,179,20,2811,300,2000,15000,250000,0,0,0,0,0,0
326,800,3,35,0,0,0,0,179,20,2811,300,2000,15000,250000,0,0,0,0,0,0
327,979,3,35,0,0,0,0,179,20,2811,300,2000,15000,250000,0,0,0,0,0,0
328,1158,3,35,0,0,0,0,179,20,2811,300,2000,15000,250000,0,0,0,0,0,0
329,1337,3,35,0,0,0,0,179,20,2811,300,2000,15000,250000,0,0,0,0,0,0
330,1516,3,35,0,0,0,0,179,20,2811,300,2000,15000,250000,0,0,0,0,0,0
331,1695,3,35,0,0,0,0,179,20,2811,300,2000,15000,250000,0,0,0,0,0,0
332,1874,3,35,0,0,0,0,179,20,2811,300,2000,15000,250000,0,0,0,0,0,0
333,2053,3,35,0,0,0,0,179,20,2811,300,2000,15000,250000,0,0,0,0,0,0
334,2232,3,35,0,0,0,0,179,20,2811,300,2000,15000,250000,0,0,0,0,0,0
335,2411,3,35,0,0,0,0,179,20,2811,300,2000,15000,250000,0,0,0,0,0,0
336,2590,3,35,0,0,0,0,179,20,2811,300,2000,15000,250000,0,0,0,0,0,0
337,2769,3,35,0,0,0,0,179,20,2811,300,2000,15000,250000,0,0,0,0,0,0
338,137,3,36,0,0,0,0,179,20,2811,300,2000,15000,250000,0,1,0,0,0,0
339,316,3,36,0,0,0,0,184,20,3092,300,2000,15000,250000,0,0,0,0,0,0
340,500,3,36,0,0,0,0,184,20,3092,300,2000,15000,250000,0,0,0,0,0,0
341,684,3,36,0,0,0,0,184,20,3092,300,2000,15000,250000,0,0,0,0,0,0
342,868,3,36,0,0,0,0,184,20,3092,300,2000,15000,250000,0,0,0,0,0,0
343,1052,3,36,0,0,0,0,184,20,3092,300,2000,15000,250000,0,0,0,0,0,0
344,1236,3,36,0,0,0,0,184,20,3092,300,2000,15000,250000,0,0,0,0,0,0
345,1420,3,36,0,0,0,0,184,20,3092,300,2000,15000,250000,0,0,0,0,0,0
346,1604,3,36,0,0,0,0,184,20,3092,300,2000,15000,250000,0,0,0,0,0,0
347,1788,3,36,0,0,0,0,184,20,3092,300,2000,15000,250000,0,0,0,0,0,0
348,1972,3,36,0,0,0,0,184,20,3092,300,2000,15000,250000,0,0,0,0,0,0
349,2156,3,36,0,0,0,0,184,20,3092,300,2000,15000,250000,0,0,0,0,0,0
350,2340,3,36,0,0,0,0,184,20,3092,300,2000,15000,250000,0,0,0,0,0,0
351,2524,3,36,0,0,0,0,184,20,3092,300,2000,15000,250000,0,0,0,0,0,0
352,2708,3,36,0,0,0,0,184,20,3092,300,2000,15000,250000,0,0,0,0,0,0
353,2892,3,36,0,0,0,0,184,20,3092,300,2000,15000,250000,0,0,0,0,0,0
354,3076,3,36,0,0,0,0,184,20,3092,300,2000,15000,250000,0,0,0,0,0,0
355,168,3,37,0,0,0,0,184,20,3092,300,2000,15000,250000,0,1,0,0,0,0
356,352,3,37,0,0,0,0,189,20,3401,300,2000,15000,250000,0,0,0,0,0,0
357,541,3,37,0,0,0,0,189,20,3401,300,2000,15000,250000,0,0,0,0,0,0
358,730,3,37,0,0,0,0,189,20,3401,300,2000,15000,250000,0,0,0,0,0,0
359,919,3,37,0,0,0,0,189,20,3401,300,2000,15000,250000,0,0,0,0,0,0
360,1108,3,37,0,0,0,0,189,20,3401,300,2000,15000,250000,0,0,0,0,0,0
361,1297,3,37,0,0,0,0,189,20,3401,300,2000,15000,250000,0,0,0,0,0,0
362,1486,3,37,0,0,0,0,189,20,3401,300,2000,15000,250000,0,0,0,0,0,0
363,1675,3,37,0,0,0,0,189,20,3401,300,2000,15000,250000,0,0,0,0,0,0
364,1864,3,37,0,0,0,0,189,20,3401,300,2000,15000,250000,0,0,0,0,0,0
365,2053,3,37,0,0,0,0,189,20,3401,300,2000,15000,250000,0,0,0,0,0,0
366,2242,3,37,0,0,0,0,189,20,3401,300,2000,15000,250000,0,0,0,0,0,0
367,2431,3,37,0,0,0,0,189,20,3401,300,2000,15000,250000,0,0,0,0,0,0
368,2620,3,37,0,0,0,0,189,20,3401,300,2000,15000,250000,0,0,0,0,0,0
369,2809,3,37,0,0,0,0,189,20,3401,300,2000,15000,250000,0,0,0,0,0,0
370,2998,3,37,0,0,0,0,189,20,3401,300,2000,15000,250000,0,0,0,0,0,0
371,3187,3,37,0,0,0,0,189,20,3401,300,2000,15000,250000,0,0,0,0,0,0
372,3376,3,37,0,0,0,0,189,20,3401,300,2000,15000,250000,0,0,0,0,0,0
373,164,3,38,0,0,0,0,189,20,3401,300,2000,15000,250000,0,1,0,0,0,0
374,353,3,38,0,0,0,0,194,20,3741,300,2000,15000,250000,0,0,0,0,0,0
375,547,3,38,0,0,0,0,194,20,3741,300,2000,15000,250000,0,0,0,0,0,0
376,741,3,38,0,0,0,0,194,20,3741,300,2000,15000,250000,0,0,0,0,0,0
377,935,3,38,0,0,0,0,194,20,3741,300,2000,15000,250000,0,0,0,0,0,0
378,1129,3,38,0,0,0,0,194,20,3741,300,2000,15000,250000,0,0,0,0,0,0
379,1323,3,38,0,0,0,0,194,20,3741,300,2000,15000,250000,0,0,0,0,0,0
380,1517,3,38,0,0,0,0,194,20,3741,300,2000,15000,250000,0,0,0,0,0,0
381,1711,3,38,0,0,0,0,194,20,3741,300,2000,15000,250000,0,0,0,0,0,0
382,1905,3,38,0,0,0,0,194,20,3741,300,2000,15000,250000,0,0,0,0,0,0
383,2099,3,38,0,0,0,0,194,20,3741,300,2000,15000,250000,0,0,0,0,0,0
384,2293,3,38,0,0,0,0,194,20,3741,300,2000,15000,250000,0,0,0,0,0,0
385,2487,3,38,0,0,0,0,194,20,3741,300,2000,15000,250000,0,0,0,0,0,0
386,2681,3,38,0,0,0,0,194,20,3741,300,2000,15000,250000,0,0,0,0,0,0
387,2875,3,38,0,0,0,0,194,20,3741,300,2000,15000,250000,0,0,0,0,0,0
388,3069,3,38,0,0,0,0,194,20,3741,300,2000,15000,250000,0,0,0,0,0,0
389,3263,3,38,0,0,0,0,194,20,3741,300,2000,15000,250000,0,0,0,0,0,0
390,3457,3,38,0,0,0,0,194,20,3741,300,2000,15000,250000,0,0,0,0,0,0
391,3651,3,38,0,0,0,0,194,20,3741,300,2000,15000,250000,0,0,0,0,0,0
392,104,3,39,0,0,0,0,194,20,3741,300,2000,15000,250000,0,1,0,0,0,0
393,298,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
394,497,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
395,696,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
396,895,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
397,1094,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
398,1293,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
399,1492,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
400,1691,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
401,1890,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
402,2089,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
403,2288,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
404,2487,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
405,2686,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
406,2885,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
407,3084,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
408,3283,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
409,3482,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
410,3681,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
411,3880,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
412,4079,3,39,0,0,0,0,199,20,4115,300,2000,15000,250000,0,0,0,0,0,0
413,163,3,40,0,0,0,0,199,20,4115,300,2000,15000,250000,0,1,0,0,0,0
414,362,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
415,566,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
416,770,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
417,974,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
418,1178,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
419,1382,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
420,1586,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
421,1790,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
422,1994,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
423,2198,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
424,2402,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
425,2606,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
426,2810,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
427,3014,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
428,3218,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
429,3422,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
430,3626,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
431,3830,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
432,4034,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
433,4238,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
434,4442,3,40,0,0,0,0,204,20,4526,300,2000,15000,250000,0,0,0,0,0,0
435,120,3,41,0,0,0,0,204,20,4526,300,2000,15000,250000,0,1,0,0,0,0
436,324,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
437,533,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
438,742,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
439,951,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
440,1160,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
441,1369,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
442,1578,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
443,1787,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
444,1996,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
445,2205,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
446,2414,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
447,2623,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
448,2832,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
449,3041,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
450,3250,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
451,3459,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
452,3668,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
453,3877,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
454,4086,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
455,4295,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
456,4504,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
457,4713,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
458,4922,3,41,0,0,0,0,209,20,4979,300,2000,15000,250000,0,0,0,0,0,0
459,152,3,42,0,0,0,0,209,20,4979,300,2000,15000,250000,0,1,0,0,0,0
460,361,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
461,575,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
462,789,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
463,1003,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
464,1217,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
465,1431,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
466,1645,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
467,1859,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
468,2073,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
469,2287,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
470,2501,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
471,2715,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
472,2929,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
473,3143,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
474,3357,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
475,3571,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
476,3785,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
477,3999,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
478,4213,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
479,4427,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
480,4641,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
481,4855,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
482,5069,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
483,5283,3,42,0,0,0,0,214,20,5477,300,2000,15000,250000,0,0,0,0,0,0
484,20,3,43,0,0,0,0,214,20,5477,300,2000,15000,250000,0,1,0,0,0,0
485,234,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
486,453,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
487,672,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
488,891,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
489,1110,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
490,1329,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
491,1548,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
492,1767,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
493,1986,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
494,2205,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
495,2424,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
496,2643,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
497,2862,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
498,3081,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
499,3300,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
500,3519,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
501,3738,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
502,3957,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
503,4176,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
504,4395,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
505,4614,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
506,4833,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
507,5052,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
508,5271,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
509,5490,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
510,5709,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
511,5928,3,43,0,0,0,0,219,20,6025,300,2000,15000,250000,0,0,0,0,0,0
512,122,3,44,0,0,0,0,219,20,6025,300,2000,15000,250000,0,1,0,0,0,0
513,341,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
514,565,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
515,789,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
516,1013,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
517,1237,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
518,1461,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
519,1685,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
520,1909,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
521,2133,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
522,2357,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
523,2581,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
524,2805,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
525,3029,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
526,3253,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
527,3477,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
528,3701,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
529,3925,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
530,4149,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
531,4373,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
532,4597,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
533,4821,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
534,5045,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
535,5269,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
536,5493,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
537,5717,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
538,5941,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
539,6165,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
540,6389,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
541,6613,3,44,0,0,0,0,224,20,6627,300,2000,15000,250000,0,0,0,0,0,0
542,210,3,45,0,0,0,0,224,20,6627,300,2000,15000,250000,0,1,0,0,0,0
543,434,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
544,663,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
545,892,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
546,1121,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
547,1350,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
548,1579,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
549,1808,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
550,2037,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
551,2266,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
552,2495,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
553,2724,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
554,2953,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
555,3182,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
556,3411,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
557,3640,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
558,3869,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
559,4098,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
560,4327,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
561,4556,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
562,4785,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
563,5014,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
564,5243,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
565,5472,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
566,5701,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
567,5930,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
568,6159,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
569,6388,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
570,6617,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
571,6846,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
572,7075,3,45,0,0,0,0,229,20,7290,300,2000,15000,250000,0,0,0,0,0,0
573,14,3,46,0,0,0,0,229,20,7290,300,2000,15000,250000,0,1,0,0,0,0
574,243,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
575,477,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
576,711,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
577,945,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
578,1179,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
579,1413,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
580,1647,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
581,1881,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
582,2115,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
583,2349,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
584,2583,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
585,2817,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
586,3051,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
587,3285,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
588,3519,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
589,3753,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
590,3987,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
591,4221,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
592,4455,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
593,4689,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
594,4923,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
595,5157,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
596,5391,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
597,5625,3,46,0,0,0,0,234,20,8018,300,2000,15000,250000,0,0,0,0,0,0
